Date,Product_ID,Sales_Amount,Region,Sales_Rep
2024-02-02,256,3465,East,Sarah
2023-01-22,229,307,West,Maria
2024-04-03,159,3527,North,Maria
2024-07-22,260,2076,North,James
2024-01-14,249,3720,East,Sarah
2023-08-13,243,1970,North,Sarah
2023-06-28,265,4046,South,James
2024-10-02,254,3830,North,Sarah
2024-04-27,186,3970,North,James
2023-01-26,232,1814,West,Sarah
2024-03-25,251,3413,North,Anita
2023-06-10,142,464,South,James
2024-01-16,136,4745,South,Anita
2024-07-15,230,2526,North,James
2024-11-16,281,1661,East,John
2023-09-18,177,481,East,David
2024-11-30,145,1566,South,Anita
2024-02-28,162,3075,East,Alice
2023-03-26,193,1252,North,Alice
2023-12-09,219,2986,South,James
2024-04-23,126,1523,North,James
2024-06-02,151,1757,South,John
2023-06-29,181,1929,North,Alice
2023-04-08,132,2365,North,David
2023-11-23,238,4208,South,David
2023-04-12,176,1866,West,John
2024-11-30,219,4716,North,Maria
2024-02-20,268,2981,South,David
2024-01-05,215,2017,East,Anita
2024-11-19,286,2494,East,Maria
2024-10-08,172,3426,West,David
2024-07-28,129,3431,East,John
2024-02-24,215,2402,South,Anita
2023-07-21,248,3539,East,Sarah
2023-02-17,223,601,North,Maria
2023-08-15,270,1376,South,James
2024-02-06,155,1224,East,Anita
2023-04-06,254,4921,North,David
2024-03-23,183,2987,North,Alice
2023-06-21,274,2364,West,James
2024-11-25,109,3680,South,James
2023-09-06,229,1084,West,Maria
2024-02-19,255,1737,East,Sarah
2024-05-25,177,1332,East,Sarah
2024-06-21,136,2438,West,Alice
2024-04-11,194,4702,West,Maria
2023-08-18,253,676,East,Maria
2024-01-13,172,4500,South,Maria
2024-10-24,140,2954,North,Ravi
2023-04-01,187,844,South,David
2023-02-06,296,505,South,James
2023-07-08,202,4281,East,Anita
2023-03-17,296,4376,West,Sarah
2023-10-04,293,3453,East,Maria
2023-12-15,250,2700,South,James
2024-12-22,225,3070,West,Alice
2024-07-26,255,564,West,John
2023-10-18,133,4647,East,Maria
2023-01-28,101,1288,West,Anita
2024-01-30,286,1770,North,Ravi
2024-03-30,195,1832,South,Maria
2023-08-14,147,2881,East,David
2023-07-23,265,1377,East,Maria
2024-07-17,251,2339,West,Ravi
2024-08-29,275,687,North,David
2024-09-30,233,1815,East,James
2023-01-25,212,2664,East,Maria
2023-10-20,164,2392,East,Ravi
2023-03-29,224,3179,North,Alice
2024-02-21,273,1765,East,Maria
2023-04-17,169,2889,North,James
2023-01-18,199,3605,West,David
2023-02-16,111,1501,North,Alice
2023-01-07,162,4059,South,Anita
2024-12-28,272,229,East,Alice
2024-05-18,129,2558,East,Alice
2023-11-09,191,1044,East,Alice
2023-03-23,110,1154,West,James
2024-05-21,101,682,East,Maria
2024-06-21,150,3747,North,David
2023-03-06,101,3874,East,Alice
2023-12-11,156,1236,East,John
2023-02-27,178,1109,North,Sarah
2023-07-13,164,1617,West,John
2023-11-15,207,2896,West,Anita
2023-11-05,178,2240,East,John
2024-01-26,124,2246,West,Ravi
2024-04-09,145,3129,East,Alice
2023-01-30,283,3861,East,Sarah
2023-05-05,249,2791,South,Ravi
2023-03-19,203,2907,East,David
2024-09-16,188,3847,North,Alice
2023-07-04,183,1639,South,David
2024-05-21,184,1840,North,Anita
2024-01-27,166,236,North,Maria
2024-03-16,280,2395,North,James
2024-03-12,234,3119,East,John
2024-02-01,143,1487,North,Anita
2023-07-24,121,4130,South,Anita
2023-03-17,164,3069,East,Ravi
2024-07-09,264,4772,East,Ravi
2023-04-02,121,4718,West,Alice
2024-05-05,223,3140,South,Ravi
2024-01-26,224,1404,South,Ravi
2023-04-05,232,1304,East,Maria
2023-12-18,136,3787,South,Ravi
2023-11-10,186,3612,East,Maria
2024-02-04,158,1693,East,David
2024-01-09,216,3053,West,Ravi
2023-02-11,189,1870,East,James
2023-02-23,218,4257,South,Anita
2023-04-23,292,2108,East,James
2024-06-29,291,2592,South,Sarah
2023-05-08,271,3275,West,David
2024-12-30,196,646,West,Anita
2023-11-23,220,4657,South,James
2024-02-05,109,3959,West,Anita
2024-07-29,205,1735,North,John
2023-10-04,102,3505,West,David
2023-04-06,295,266,West,John
2023-05-01,198,965,North,Ravi
2023-10-02,166,3248,West,James
2024-01-24,270,1294,South,John
2024-04-11,162,3274,East,Ravi
2023-07-22,169,1023,West,James
2024-12-13,103,4817,East,Sarah
2024-02-15,295,3073,South,Anita
2024-07-03,201,3974,North,Maria
2023-03-25,278,1240,South,John
2024-04-26,242,2819,East,Alice
2024-02-01,135,3060,East,Maria
2024-01-08,185,4739,West,John
2024-01-07,109,980,South,Ravi
2024-06-16,265,1923,East,Ravi
2023-02-04,204,4413,East,James
2023-12-10,264,4742,West,Alice
2024-07-21,207,4342,South,Maria
2024-01-03,273,591,South,Alice
2024-08-16,262,3086,East,Sarah
2024-05-10,104,2244,North,Anita
2024-10-28,132,1521,North,Sarah
2024-06-17,215,4524,South,David
2024-06-27,150,611,East,David
2024-10-08,217,1718,South,David
2023-05-06,238,4584,West,Anita
2023-04-19,238,4137,North,Sarah
2023-03-17,167,4544,East,Sarah
2024-08-28,243,537,North,John
2024-10-24,229,680,East,John
2024-03-22,207,817,West,James
2023-09-19,123,3160,West,James
2024-07-26,140,541,North,Alice
2023-06-05,103,2688,East,James
2023-08-16,256,3113,West,Alice
2024-02-01,155,2177,North,Sarah
2023-04-12,198,2652,North,Maria
2024-02-17,194,2510,West,Anita
2024-07-12,240,4080,West,Ravi
2023-02-01,116,1277,North,Anita
2023-11-14,255,243,East,Alice
2024-05-03,152,285,South,David
2023-06-08,155,1158,East,Ravi
2024-08-31,274,522,West,James
2023-10-02,185,592,South,Maria
2023-06-30,122,2103,North,John
2023-01-26,106,700,East,James
2024-09-03,121,4168,West,Sarah
2024-03-23,194,3644,North,Alice
2023-11-04,123,938,North,James
2024-07-16,154,1559,East,Sarah
2023-01-16,217,3623,East,Anita
2024-11-06,207,213,West,Alice
2024-09-03,268,3326,West,Ravi
2023-01-19,158,3384,South,Sarah
2024-05-27,271,847,North,David
2024-09-04,151,1608,West,David
2024-06-29,227,3309,South,John
2024-07-29,148,4563,North,Sarah
2024-07-22,178,219,South,Maria
2024-06-22,241,251,South,Anita
2024-05-22,278,1136,South,Alice
2023-08-29,144,3951,South,James
2023-07-07,111,4160,North,Maria
2023-03-23,148,911,South,Alice
2023-09-09,232,1200,West,Ravi
2024-06-18,128,3361,North,Anita
2024-01-01,152,3188,West,Maria
2024-11-25,226,2485,East,Maria
2024-01-14,222,3745,East,David
2023-11-17,251,3977,North,Maria
2024-07-29,238,1478,North,Sarah
2023-07-14,289,708,East,Maria
2024-05-22,106,1029,East,Maria
2023-05-09,167,289,South,Anita
2024-01-31,244,4640,South,Ravi
2023-09-15,265,212,North,James
2024-03-05,232,2699,South,David
2023-05-31,175,222,South,Ravi
2023-02-21,176,310,East,John
2023-06-02,117,1537,South,James
2024-04-01,224,4497,South,Maria
2024-02-29,171,2270,North,Ravi
2023-05-23,113,3536,South,David
2024-06-07,107,3879,East,Alice
2024-06-02,121,1268,East,James
2024-07-26,216,2270,North,Alice
2023-09-25,232,818,East,Anita
2023-04-11,243,3320,North,James
2024-07-22,113,1703,West,Maria
2024-09-24,128,2789,East,John
2024-07-19,253,1304,East,John
2023-07-14,146,703,East,Maria
2024-10-03,127,1333,North,Sarah
2023-12-19,103,4844,South,Anita
2023-06-24,287,2463,East,Ravi
2024-02-25,248,3834,North,Alice
2024-11-26,228,4867,South,Anita
2024-02-09,197,2300,South,John
2023-11-29,137,1256,North,John
2023-02-12,217,950,South,Sarah
2023-05-29,116,4804,South,Alice
2024-02-06,277,4936,West,David
2024-12-25,285,618,West,John
2024-09-02,287,4283,West,Sarah
2023-01-04,151,4112,East,John
2023-05-11,238,1883,South,John
2024-01-19,154,2176,West,David
2024-12-17,251,708,South,Sarah
2024-06-02,152,3485,North,Anita
2024-11-07,224,4530,West,David
2023-04-20,294,2247,East,Sarah
2023-12-06,274,2619,East,Anita
2023-08-29,122,4440,North,David
2023-08-14,106,3810,South,Sarah
2023-10-03,122,4643,South,Maria
2023-06-28,122,3999,East,Ravi
2023-04-29,155,1325,South,Anita
2023-02-02,116,3597,East,Sarah
2024-08-27,198,3146,West,Alice
2023-11-12,290,1553,West,David
2024-10-16,149,3575,South,James
2023-01-26,122,280,West,Alice
2023-07-23,161,3326,South,Sarah
2024-07-06,191,2442,West,Anita
2023-06-17,149,1175,West,Maria
2023-01-30,288,3078,East,John
2024-04-13,135,2651,South,Alice
2023-01-09,103,623,East,James
2024-12-12,188,4053,South,David
2023-09-22,276,973,West,Sarah
2024-05-12,147,3822,South,Maria
2024-03-14,122,4276,East,John
2024-09-03,279,2314,West,Maria
2023-05-10,179,560,North,Anita
2024-08-08,118,4327,North,David
2024-09-23,152,852,West,Alice
2023-08-29,133,1048,North,Alice
2024-04-13,254,704,South,Anita
2024-10-02,123,2390,East,James
2023-05-11,276,1226,East,Maria
2024-03-20,114,1582,North,Maria
2023-11-26,164,750,East,Sarah
2023-05-25,258,2065,North,Anita
2023-10-02,123,1092,East,Ravi
2023-02-19,238,4515,North,Sarah
2023-10-15,153,2588,West,Maria
2024-05-31,151,4800,South,Sarah
2024-12-22,225,1817,North,James
2023-10-17,264,2784,North,David
2024-04-23,230,2672,East,James
2023-10-21,133,2448,North,John
2023-03-05,233,2486,East,James
2024-11-14,137,1343,East,David
2023-01-01,237,2423,South,John
2023-10-10,187,2335,West,Anita
2023-10-12,255,3887,East,David
2024-11-11,145,2779,West,Alice
2024-08-21,294,4268,South,John
2023-10-01,190,4914,East,David
2023-02-11,206,3724,East,James
2023-08-22,294,3403,South,Anita
2023-01-15,114,203,West,Maria
2024-11-23,208,2933,West,Sarah
2023-12-05,236,3153,West,Alice
2023-08-05,162,597,North,James
2024-05-20,187,3822,West,Anita
2024-02-04,226,3982,West,David
2023-03-27,106,3913,West,Ravi
2023-10-31,232,3524,East,Alice
2024-09-02,291,2382,West,David
2024-08-01,300,2082,South,John
2023-10-28,139,2290,West,Anita
2023-04-23,272,2033,North,John
2024-01-09,255,3952,North,Anita
2024-03-27,242,3173,West,Sarah
2024-07-10,159,4768,South,James
2023-10-13,234,2911,North,James
2024-01-25,278,3361,North,Ravi
2024-06-30,103,3289,North,John
2024-06-28,169,1954,West,David
2023-07-20,254,4054,North,James
2023-01-06,176,250,West,Sarah
2024-09-20,184,3764,South,Sarah
2023-01-18,228,1214,South,David
2024-11-08,210,3866,East,Sarah
2023-07-28,181,4916,North,Sarah
2023-12-13,229,2865,West,Maria
2024-08-24,142,4458,West,Sarah
2023-03-19,278,1490,South,John
2023-08-03,172,2123,East,Ravi
2024-09-18,282,4395,East,Ravi
2024-12-23,111,3985,South,Maria
2024-01-02,283,2714,South,Maria
2024-09-30,225,344,West,Maria
2024-03-07,145,1600,West,James
2024-03-15,234,1508,West,Maria
2023-11-18,272,2372,West,John
2023-02-04,195,2297,North,David
2024-07-31,244,456,West,John
2024-08-14,229,4639,West,David
2024-01-20,114,4132,South,Ravi
2023-01-15,145,3039,East,Maria
2023-05-29,116,2400,North,Alice
2024-09-24,210,2098,West,Alice
2023-10-14,299,4283,East,Maria
2024-03-27,233,3455,South,David
2023-03-05,223,1925,West,James
2023-03-18,136,2666,South,John
2023-11-20,285,1983,East,James
2023-11-10,253,3912,North,Alice
2024-06-23,260,2268,South,Maria
2023-10-17,274,883,North,Alice
2024-10-26,121,4349,South,Anita
2023-11-17,176,4577,North,James
2023-06-11,137,4643,East,David
2024-12-03,279,4860,East,Alice
2024-07-24,207,4782,North,Ravi
2023-03-06,282,1422,East,Maria
2023-06-02,271,3043,North,Alice
2023-05-17,202,2534,East,Maria
2024-09-02,108,4720,South,John
2023-05-22,272,3628,South,Ravi
2023-11-23,265,2378,West,John
2024-11-20,129,3489,West,John
2023-08-10,103,1238,West,Anita
2023-07-30,268,2340,East,Maria
2024-11-04,276,623,North,David
2024-05-29,209,3267,West,Ravi
2023-05-17,258,1113,North,Anita
2023-04-26,200,1771,West,Ravi
2024-02-22,291,2893,South,John
2023-04-14,122,3892,South,Ravi
2024-12-07,105,4277,East,John
2023-01-01,130,4017,West,Sarah
2024-05-01,165,203,West,John
2024-01-30,183,1091,East,Sarah
2024-08-27,197,4667,South,Alice
2023-08-03,292,1697,North,Maria
2023-05-28,114,3975,East,Maria
2024-04-25,217,3718,North,Anita
2023-07-23,205,547,West,Alice
2024-04-13,285,3790,South,Anita
2024-02-06,207,1018,East,Anita
2024-02-08,218,2934,North,Anita
2024-09-21,264,3266,North,Alice
2023-07-14,287,4942,North,Maria
2023-11-14,161,1973,North,Anita
2023-08-30,186,1564,North,John
2024-12-19,279,2507,South,Ravi
2024-09-22,263,475,South,Maria
2023-11-09,102,2843,South,James
2024-09-12,226,3205,South,Anita
2023-01-25,234,2386,West,Sarah
2024-11-07,166,4929,West,Ravi
2023-02-08,256,2185,North,John
2024-12-08,163,2821,South,Ravi
2024-01-21,274,539,West,David
2024-06-28,275,4143,East,Ravi
2023-02-16,207,4214,South,Maria
2024-10-28,107,2135,South,James
2023-05-26,201,541,North,Maria
2023-02-07,267,934,South,Maria
2024-08-04,137,3119,North,Maria
2023-06-09,137,1556,North,John
2023-02-26,278,3318,North,Alice
2024-08-20,169,2638,West,Sarah
2023-09-14,138,287,North,Sarah
2024-05-01,269,2428,West,John
2024-11-09,207,4345,East,John
2023-03-05,272,1244,East,Alice
2023-02-19,297,2903,West,James
2023-05-06,284,3630,West,David
2023-08-14,163,3467,North,John
2024-12-05,221,4223,North,Sarah
2024-11-22,111,571,South,James
2024-06-20,108,3032,West,Anita
2023-07-18,205,3730,West,Sarah
2023-04-03,207,2392,North,James
2024-11-18,197,4042,West,Sarah
2023-02-22,290,3923,West,John
2023-01-06,225,611,North,John
2024-04-27,119,1454,West,Alice
2023-05-01,114,1115,East,David
2023-05-05,247,808,West,Alice
2024-04-17,210,4648,North,Alice
2023-02-25,183,2786,North,David
2023-05-15,238,2028,South,Anita
2023-09-08,163,1716,North,David
2024-02-21,248,4231,East,John
2024-12-12,138,738,North,Ravi
2024-02-05,130,3800,North,David
2023-06-13,296,2942,West,David
2023-05-16,276,3405,South,Alice
2024-03-14,163,2010,West,Ravi
2023-02-05,236,3960,South,Anita
2023-09-03,111,2146,East,John
2024-09-04,277,3327,East,James
2023-12-15,179,2833,North,James
2023-05-07,147,2420,West,Sarah
2023-02-01,183,289,West,Sarah
2023-05-03,296,4010,East,Sarah
2023-10-24,168,917,East,James
2023-12-29,136,3170,West,Maria
2023-09-09,193,3145,East,Anita
2023-11-22,166,631,East,Alice
2023-07-02,142,972,South,David
2023-03-21,157,3987,North,James
2023-04-07,261,4004,East,Anita
2024-09-14,180,214,North,Anita
2023-04-20,266,2179,South,David
2023-03-22,222,1683,East,Sarah
2024-04-03,175,1375,East,David
2023-11-15,234,2535,North,Sarah
2023-10-23,115,646,South,David
2023-08-20,283,537,North,James
2023-07-02,281,2471,North,Ravi
2023-11-08,103,1585,East,Sarah
2023-09-20,207,610,East,Sarah
2024-07-03,169,1440,North,James
2023-03-06,285,482,North,Anita
2024-12-20,183,3258,North,Maria
2023-12-30,292,2658,West,Alice
2024-09-04,162,3924,East,James
2024-02-17,107,3606,North,Sarah
2023-04-16,219,4578,North,John
2024-12-04,200,1876,South,John
2023-12-27,245,398,West,Anita
2023-06-03,299,3281,North,Maria
2023-10-15,129,1265,South,Alice
2024-02-19,115,4679,West,Alice
2023-01-15,173,4462,East,James
2024-01-18,222,1314,East,Anita
2024-01-07,218,3962,West,David
2024-09-28,196,4565,North,James
2024-03-04,207,2958,East,John
2023-03-13,189,1728,South,Alice
2024-12-28,256,1937,West,Anita
2023-04-14,270,1888,West,John
2024-03-11,125,1680,North,Maria
2023-10-31,272,1615,West,John
2023-09-30,175,4546,East,Sarah
2023-01-29,285,1474,South,Ravi
2024-04-09,111,2755,North,James
2024-05-12,124,4829,North,Ravi
2024-07-08,248,2310,West,James
2024-08-08,281,3956,North,Alice
2023-11-03,237,931,East,Anita
2024-10-17,133,2153,North,Sarah
2024-06-08,271,3002,West,Alice
2023-10-11,144,3654,West,Ravi
2023-06-24,194,1921,South,John
2024-06-13,190,2249,West,Anita
2024-10-24,131,1272,North,David
2024-10-10,246,831,South,Maria
2024-03-17,175,4727,East,Anita
2024-08-20,108,4779,East,Alice
2023-01-16,259,1104,South,Alice
2024-08-31,112,3783,South,Maria
2024-06-16,146,1305,East,Maria
2024-06-29,247,2948,North,James
2024-01-07,144,4409,South,John
2023-04-30,300,2548,North,Maria
2024-10-01,190,2526,South,David
2023-06-12,298,1697,North,Alice
2023-08-15,215,1067,West,Sarah
2024-08-26,115,4954,North,James
2023-03-28,189,3306,North,Anita
2024-08-01,232,4060,North,James
2023-01-04,264,2572,West,Anita
2024-08-20,180,3898,North,Ravi
2024-01-18,276,280,South,Alice
2023-10-25,223,3839,North,Anita
2023-09-03,270,4155,East,Maria
2023-07-30,204,1036,South,John
2024-05-07,145,1067,South,Sarah
2024-10-14,240,311,North,James
2024-05-23,184,1957,West,John
2024-11-24,256,3087,North,Sarah
2023-09-11,195,1599,West,David
2024-08-07,164,2691,North,Maria
2023-06-26,271,1347,South,Maria
2023-09-18,121,3617,South,James
2024-12-23,220,3903,East,James
2024-08-02,193,2908,East,David
2023-09-14,169,875,East,Sarah
2023-06-17,161,308,South,David
2024-07-05,251,2961,South,Sarah
2023-02-27,291,582,South,Sarah
2024-10-15,232,4164,South,Sarah
2024-08-01,198,3834,East,Sarah
2023-09-23,281,1069,West,Maria
2023-07-21,272,1144,North,David
2023-07-11,256,1945,North,Alice
2023-09-12,201,3800,South,Anita
2023-11-07,276,3840,East,Sarah
2024-04-19,258,1012,South,Maria
2024-12-26,120,4246,West,Alice
2024-02-11,274,3968,West,David
2024-07-30,113,869,West,David
2023-03-05,116,1022,East,Ravi
2024-05-03,218,1082,North,Anita
2024-03-23,151,3608,East,Maria
2023-10-05,258,260,North,David
2023-08-11,293,4815,East,Alice
2024-04-26,169,2348,North,John
2024-04-01,229,3761,North,Alice
2023-10-07,134,2089,South,James
2023-07-24,184,853,South,Maria
2023-12-15,235,3672,West,Ravi
2024-02-10,217,4778,South,Sarah
2023-04-11,276,4582,East,Sarah
2024-06-20,266,4241,East,Maria
2024-07-19,168,1297,South,Sarah
2024-02-19,150,3533,West,John
2024-12-04,293,593,East,Ravi
2024-10-01,166,525,West,Alice
2024-03-31,152,4151,South,Anita
2024-09-05,285,474,South,Anita
2024-01-05,211,1102,North,James
2023-11-26,286,881,South,Sarah
2023-09-14,129,3192,North,Anita
2023-05-20,291,1762,North,John
2024-01-12,247,826,South,James
2023-09-01,107,2794,South,Ravi
2023-08-07,285,2279,West,Maria
2023-02-08,157,3760,South,Sarah
2024-06-28,260,498,North,Maria
2024-03-26,233,1703,West,John
2023-05-03,123,548,South,John
2023-10-09,154,710,West,Ravi
2023-02-23,252,1538,South,James
2024-08-29,170,3860,East,James
2024-10-13,243,4296,East,John
2023-05-03,122,4075,East,Maria
2023-05-31,286,4401,South,Sarah
2023-04-24,132,3174,East,David
2024-07-08,113,757,West,Ravi
2024-01-26,189,4120,West,Maria
2023-10-08,110,4359,North,Ravi
2024-09-10,279,2209,South,David
2024-10-17,235,4015,North,Sarah
2023-04-10,249,4321,East,Sarah
2024-01-26,142,1953,South,James
2023-10-15,186,306,West,Alice
2023-12-27,203,2643,South,Ravi
2023-03-13,159,2933,West,James
2024-11-18,253,416,East,Ravi
2023-07-11,251,4767,East,James
2023-10-10,227,2537,East,Maria
2023-05-19,260,1295,East,Sarah
2024-01-18,173,4821,East,Anita
2023-03-14,196,1114,North,John
2024-09-09,144,4856,East,Maria
2023-09-16,222,4892,South,Alice
2023-02-12,102,4549,North,Ravi
2023-12-17,244,2194,South,David
2023-07-13,275,3910,North,Alice
2023-04-01,288,4088,East,James
2024-06-14,242,4864,South,Anita
2023-01-19,124,1733,North,Maria
2023-06-25,113,1600,North,Sarah
2023-09-01,142,4338,West,James
2024-06-29,280,1596,West,David
2023-02-20,239,2056,South,Alice
2024-11-29,213,2953,North,David
2024-02-25,110,3419,East,James
2024-12-12,291,909,South,James
2024-07-31,300,3544,North,John
2023-06-24,196,210,West,Alice
2024-05-05,128,3986,South,John
2023-12-18,119,4684,North,Ravi
2023-07-02,179,744,West,David
2023-09-20,121,810,South,John
2023-11-24,119,559,West,David
2024-01-30,208,598,South,James
2024-04-02,271,424,South,Ravi
2024-06-02,240,1289,South,Maria
2024-01-03,101,1825,North,John
2024-04-02,114,4187,West,Ravi
2023-10-21,189,1267,East,Sarah
2024-04-29,283,935,South,John
2023-05-05,291,2451,West,James
2023-07-09,159,1403,South,Anita
2023-10-16,291,3622,North,David
2023-10-18,199,2210,West,Anita
2023-11-24,219,3747,South,James
2024-07-24,267,3121,West,Maria
2023-06-18,240,934,West,Ravi
2023-10-31,295,4219,West,Sarah
2023-03-05,110,2328,East,Maria
2023-04-23,201,890,East,Maria
2023-12-05,220,3987,West,Maria
2023-06-30,209,1753,North,David
2024-08-26,129,4714,North,Maria
2023-11-09,296,4293,East,David
2023-11-21,154,1250,East,John
2023-03-20,295,2186,North,Anita
2023-02-18,280,3387,West,Maria
2024-06-03,138,3491,East,Ravi
2024-11-13,213,1199,West,David
2023-05-24,293,469,West,David
2023-11-13,229,4056,West,Ravi
2024-04-06,300,1005,North,David
2024-03-05,250,1475,North,Anita
2023-01-20,177,526,East,Alice
2024-08-01,136,488,South,Ravi
2024-09-13,154,4729,North,John
2023-10-20,271,2348,North,Anita
2023-05-07,192,3797,North,Sarah
2023-04-19,284,4775,South,David
2024-02-19,116,4482,West,Anita
2024-09-21,102,2359,South,Anita
2024-09-12,207,2877,West,David
2023-06-25,205,1974,West,Anita
2024-07-16,112,4089,North,Alice
2023-11-18,244,4791,West,James
2024-11-03,181,2401,South,James
2023-07-23,130,4576,East,Alice
2023-05-27,210,2927,North,Alice
2023-10-25,233,4210,South,Sarah
2024-02-07,213,4931,South,John
2023-05-08,287,3212,South,Sarah
2024-11-08,192,2316,North,Sarah
2023-04-10,217,1306,East,Ravi
2023-08-05,300,3394,South,David
2023-02-26,134,2146,East,John
2024-02-24,286,3445,South,Maria
2023-11-28,223,345,North,John
2024-06-26,110,2089,East,David
2024-09-23,265,4051,North,Maria
2023-02-18,296,4637,North,Maria
2023-05-23,170,655,South,David
2024-12-23,150,1442,North,James
2024-05-29,116,1450,North,David
2024-08-13,148,3154,West,David
2024-03-17,242,1666,South,David
2024-10-04,262,1289,East,Alice
2023-12-12,225,378,West,Alice
2024-12-20,206,2486,East,Sarah
2023-10-11,277,2320,South,David
2023-06-09,119,3093,South,Ravi
2023-02-18,123,1028,South,Anita
2024-12-07,300,2768,West,Anita
2024-01-11,287,4560,West,David
2023-08-01,269,4982,West,James
2023-09-07,153,3291,North,Sarah
2024-05-31,193,1356,East,Anita
2024-11-02,222,4885,East,David
2023-07-17,207,3159,West,Sarah
2024-01-19,171,4947,East,David
2024-04-01,179,3737,East,Sarah
2024-04-24,188,4020,East,Maria
2024-09-19,198,707,North,Sarah
2024-09-14,253,2628,West,Ravi
2023-01-15,150,4074,North,John
2024-10-17,177,2189,East,Ravi
2024-03-24,282,4268,West,John
2023-11-18,242,2619,West,Ravi
2023-05-19,265,2685,South,John
2023-02-28,165,1828,North,Alice
2023-07-01,122,3532,East,Alice
2024-11-11,168,2920,North,James
2024-09-05,300,846,East,Maria
2024-12-24,291,248,North,James
2024-10-08,296,3800,West,David
2024-03-11,184,3514,North,Maria
2024-09-16,101,4617,South,Alice
2023-04-15,219,2030,West,Sarah
2024-09-13,149,2099,North,John
2023-02-12,155,2268,South,Maria
2024-06-28,293,1975,West,Anita
2023-12-09,117,2438,East,Ravi
2024-03-07,208,3735,North,Maria
2024-10-22,297,3673,South,David
2023-04-09,195,1724,West,James
2024-05-15,192,1871,West,David
2023-01-06,231,2225,West,James
2023-01-24,241,2956,South,John
2024-03-30,287,4834,North,Maria
2024-04-13,290,3687,South,Ravi
2023-04-28,279,4864,East,James
2024-05-13,208,4818,West,Sarah
2023-12-10,169,1168,North,Anita
2024-01-11,250,1262,East,John
2024-04-27,119,4827,East,Maria
2024-01-10,165,424,North,Anita
2024-08-10,104,210,East,James
2023-04-21,172,3907,South,David
2023-10-06,192,2850,East,Anita
2024-04-05,206,238,West,Anita
2024-08-03,117,4871,West,Alice
2024-06-24,156,3836,North,David
2024-03-02,122,2880,North,James
2024-05-08,140,872,East,Maria
2023-01-24,231,286,East,John
2023-02-25,223,1003,East,John
2024-02-22,284,1380,West,Anita
2024-04-06,133,587,South,Ravi
2024-08-12,188,3778,North,Ravi
2024-03-30,121,2664,West,Maria
2023-02-21,172,4165,North,John
2024-11-25,261,2704,West,Alice
2024-11-02,225,2800,East,Alice
2024-11-07,133,3483,North,Ravi
2024-10-02,134,2141,East,James
2024-01-18,227,2247,West,James
2023-06-30,260,2891,East,David
2023-05-11,197,1344,South,Anita
2024-09-30,197,2165,East,Sarah
2023-09-28,264,274,North,James
2024-12-07,224,3436,East,James
2024-12-18,225,1340,West,David
2024-01-30,190,2050,West,Sarah
2023-10-31,116,2374,South,Alice
2023-08-16,217,3136,East,Sarah
2023-02-02,161,4423,South,David
2023-01-19,124,807,North,Ravi
2024-04-11,288,736,South,Alice
2023-07-01,163,4672,North,Maria
2024-02-15,234,4988,North,Anita
2024-06-03,257,1578,North,Alice
2024-02-18,268,3708,East,Maria
2024-03-17,274,4212,North,John
2023-04-19,182,3042,East,John
2024-12-10,231,1516,West,James
2024-04-12,121,1119,North,Anita
2023-07-05,156,3668,North,Ravi
2023-08-22,205,4559,East,Sarah
2023-02-15,224,4299,West,Anita
2024-04-12,134,2476,East,Maria
2024-07-25,159,4512,South,David
2023-04-24,286,1933,South,James
2024-08-12,128,2155,South,Sarah
2023-06-01,177,3097,East,Maria
2023-07-17,223,4947,South,David
2024-05-31,263,2433,North,James
2024-04-03,299,3341,East,James
2024-07-15,243,2530,East,James
2024-07-15,239,2558,South,David
2023-06-23,212,4401,West,Anita
2023-06-10,107,4160,South,John
2023-02-17,230,3666,South,Maria
2023-05-19,237,313,East,Sarah
2024-12-11,259,4204,North,James
2023-11-12,199,2560,North,Anita
2023-04-15,234,2074,East,David
2023-10-06,140,1635,South,John
2023-12-08,243,393,East,David
2024-12-15,162,1964,North,Ravi
2023-01-24,180,3629,South,Ravi
2023-12-24,167,3040,East,Sarah
2023-01-18,103,2457,North,James
2023-11-09,263,4207,North,James
2024-02-27,225,1481,West,Anita
2023-08-28,136,1764,North,Alice
2024-03-27,190,2365,South,John
2023-10-21,252,3761,South,Alice
2023-05-21,107,1109,North,James
2024-05-29,250,755,East,Anita
2023-12-17,228,2323,North,Anita
2023-07-01,238,4822,South,James
2024-01-03,131,1058,South,John
2023-08-15,212,3884,West,Alice
2024-12-04,156,1597,West,Maria
2024-06-08,156,2607,East,Maria
2023-08-31,222,3247,East,Alice
2024-06-15,279,3325,North,Alice
2023-09-24,240,1636,North,Ravi
2023-06-20,258,2603,East,Maria
2024-07-13,102,3724,East,Ravi
2024-02-28,111,2588,North,Sarah
2023-01-18,144,2753,South,Anita
2023-11-06,129,2429,West,Alice
2023-05-28,138,581,East,Alice
2023-06-30,121,1435,North,Sarah
2023-01-04,176,2410,North,Ravi
2023-07-05,222,4885,North,Ravi
2023-12-18,236,4901,West,John
2023-12-20,150,2127,North,Ravi
2023-10-24,132,635,South,Alice
2024-12-29,160,3755,North,John
2023-07-21,202,1363,South,John
2023-08-15,268,360,West,Ravi
2024-01-06,117,3357,North,Alice
2023-03-19,259,4247,East,James
2023-06-11,251,2263,North,David
2023-01-16,161,3706,South,Alice
2023-08-04,109,2717,East,Alice
